,trecho,pergunta 1,pergunta 2,pergunta 3,pergunta 4
84,"Para podermos avaliar a importância das influências externas no inicio da civilização do vale do Nilo, seria necessário um bom conhecimento da arqueologia de todo o país em tempos antigos.
Um conhecimento bastante abrangente faz-se, de fato, indispensável para uma comparação frutífera entre o material arqueológico coletado no Egito e o fornecido pelas culturas vizinhas, visando distinguir importações e imitações, únicas provas tangíveis de contatos em larga escala.
Mas se a arqueologia do quarto milênio antes da Era Cristã, tanto no Alto Egito como na Baixa Núbia (entre a Primeira e a Segunda Catarata), e razoavelmente conhecida, o mesmo não se pode dizer em relação às outras partes do vale do Nilo. 
O Delta, em particular, e praticamente desconhecido no que se refere aos períodos pré-dinástico e protodinástico, com exceção de algumas poucas localidades de sua faixa desértica. Todas as referencias a possíveis influências provenientes da Ásia durante esses períodos - através do istmo de Suez ou da costa mediterrânica - pertencem, pois, ao domínio das suposições.",Qual a região do nilo com maior nível de desconhecimento em relação as influências externas? ,,,
85,"Ele foi, sobretudo, de difícil implementação, menos por falta de dinheiro que por falta de bens de equipamento, em relação aos quais a Grã-Bretanha demonstrava, na ocasião, a sua incapacidade em fornecer-lhes os insumos necessários especialmente o aço. A originalidade da ajuda britânica consistiu em seu caráter mais multi
23 C. COQUERY-VIDROVICHT, 1976a e 1982. 
-focado, comparativamente à ajuda francesa: a metade do financiamento total 1946-1958 foi consagrada aos investimentos sociais educação, saúde, saneamento, habitação, 20 por cento reservados à agricultura e - em contraste com a França - somente 20 por cento dirigidos às infraestruturas de transporte. 
Todavia, o esforço produtivo também dedicou-se, essencialmente, à geração das matérias-primas necessárias à metrópole. ",,,,
86,"No Transvaal África do Sul, o complexo ígneo do Bushveld, com uma superfície de 6000 quílometros2, e o Great Dike, que atravessa o Transvaal numa extensão de 500 quílometros até o Zimbabwe, são igualmente abundantes em minérios, como a platina, o cromo e o amianto. A zona diamantífera africana não tem correspondente no resto do mundo. É na África do Sul que atinge sua maior concentração, embora haja outras jazidas na Tanzânia, em Angola e no Zaire. 
507 1 GILBERT, E. W. 1932, p. 132.
A África do Sul, Gana e o Zaire possuem minas de ouro; o estanho é encontrado no Zaire e na Nigéria. Ressaltemos também a presença de importantes jazidas de minério de ferro na África ocidental, como as da Libéria, da Guiné e de Serra Leoa. Somente a Guiné possui mais da metade das reservas mundiais de bauxita, minério de alumínio.
O antigo embasamento da África sofreu inúmeras fraturas vulcânicas, que remontam além do Pre-Cambriano. ",Qual a dimensão do  complexo ígneo do Bushveld?,Quais são os minerais mais comuns no continente africano?,,
87,"Os camponeses africanos eram hostis ao sistema comercial. É bem conhecida a tendência das empresas comerciais da África oriental a estabelecer monopólios, mediante o sistema de pools. 
Em todo o continente, essas empresas defendiam seus interesses não entrando em concorrência e, dessa forma, conseguindo elevar os preços. Na verdade, intermediários, como os asiáticos na África oriental e os libaneses na África ocidental, entendiam-se uns com os outros a respeito de preços e condições de venda, de sorte que o camponês africano dispunha de pequena margem de lucro ao vender os seus produtos. 
O produtor de bens de exportação corria o risco de ser enganado na pesagem, na transformação como a debulhagem do algodão ou no transporte, ou ainda no momento do cálculo da receita ou do reembolso de empréstimos ou adiantamentos porventura concedidos. 
Além do mais, os produtores africanos também compravam no varejo, através de intermediários e de sociedades comerciais. Uma profunda desigualdade caracterizava as trocas entre a economia colonial e as metrópoles, desigualdade que estava refletida na disparidade entre a pouca remuneração recebida pelos africanos e o custo relativamente elevado dos produtos manufaturados, assim como no baixo nível dos salários pagos nas colônias em comparação com os das metrópoles. ","Como as empresas comerciais na África estabeleciam monopólios e como isso afetava os camponeses africanos em termos de preços, condições de venda e lucro ao vender seus produtos?",,,
88,"A colônia de Angola, dirigida por um governador nomeado a cada três anos por Lisboa era dividida entre a cidade de Luanda e alguns presídios. Luanda era regida por um conselho municipal e um governador, ao passo que capitães militares administravam os territórios circundando seus presídios. 
A estrutura administrativa era de tipo feudal, no sentido restrito do termo, e decorria legalmente de contratos de vassalagem que ligavam os sobas chefes subalternos à corte portuguesa mediante a ligação deles com os amos senhores portugueses, e, mais tarde, mediante o contrato de vassalagem com os governadores e os capitães. 
Os rendimentos do Estado e de seus representantes provinham das exações feudais, todas pagáveis em escravos, sejam elas devidas em bens ou em corveias. Tal regime apenas foi alterado no século 18 graças à introdução de um imposto de capitação e à redução das relações de vassalagem a um instrumento legal justificando os direitos soberanos de Portugal1056. 
Enquanto isso, o Congo recuperou-se. Apesar do esfacelo de sua hegemonia e das lentas mutações na estrutura da classe nobre, o reino permaneceu firme e expandiu-se em direção ao Leste. ",Qual país europeu colonizou a Angola?,Como era feito o pagamento dos rendimentos do Estado e de seus representantes?,"Como a estrutura administrativa em Angola durante o período colonial estava ligada ao sistema feudal, e como essa estrutura evoluiu ao longo do século 18 sob o domínio português?",
89,"O problema da periodizacao Como se justificaria, no estudo das fontes escritas, uma cesura localizada no início do século 15? Seria porque a massa documentária de que dispomos, não obstante as disparidades culturais e temporais, guardasse uma certa unidade estrutural interna?
Ou seria pelo desenvolvimento da própria história geral, que, amalgamando Antiguidade e Idade Média num único longo período, as separaria de uma Idade Moderna nitidamente diferente de tudo que a precedeu?
Na verdade, os dois argumentos se sustentam e se completam: as fontes antigas e medievais caracterizam‑se por sua escrita literária; são testemunhos conscientes em sua maioria, sejam anais, crônicas, viagens ou geografias. Já a partir do século 15, tornam‑se abundantes as fontes arquivísticas, que são testemunhos inconscientes. 
Por outro lado, se até então a predominância era de textos clássicos e árabes, a partir do século 15 as fontes árabes esgotam-se, e passamos a encontrar evidências de diferentes origens: o documento europeu italiano, português, etc. e, para a África negra, o documento autóctone. Mas essa mudança de natureza e de procedência das fontes traduz também uma mutação no destino histórico real da África. O século 15 é o século da expansão europeia95, os portugueses chegam às costas da África negra em 1434; vinte anos antes, ano 1415, já haviam se estabelecido em Sebta Ceuta396. No que diz respeito à orla mediterrânica e islâmica da África Magreb, Egito, entretanto, a ruptura entre duas idades históricas já aparece no século 14, quando essa região sentia os efeitos da lenta expansão do Ocidente assim como a ação de forças internas de decomposição. ",,,,
90,"Os genealogistas, que nada conheciam da natureza das coisas, imaginaram que os negros são os filhos de Ham, filho de. Noé, e que a cor de sua pele é a consequência da maldição de. Noé, que provocou a negrura de Ham e a escravidão infligida por Deus a sua descendência Se a Tora conta que. Noé jogou a maldição sobre seu filho Ham, por outro lado, ela não evoca a cor da pele desse último. 
1969 Al-HAMDaNi, 1954, volume 1, página 29-31; ver também B LEWIS, 1971, página 29-38; Ibn KUTAYBA, 1850, página 13-14; al-Masudi, 1861-1877, volume 1, página 75-80; G VAJDA, 1971 
A maldição somente fez dos filhos de Ham os escravos dos descendentes de seus irmãos Atribuir a cor da pele dos negros à sorte de Ham testemunha uma ignorância da natureza verdadeira do calor e do frio; bem como de sua influência sobre o clima e as criaturas desta Terra1970. 
Os escravos negros ocupavam diferentes funções na sociedade muçulmana medieval: eram principalmente domésticos, concubinas, eunucos nos haréns, artesãos, auxiliares de comércio, serventes obrigados ao trabalho forçado nas empresas do Estado e soldados Sua contribuição com a edificação dos fundamentos econômicos, políticos e sociais dos Estados islâmicos medievais foi considerável ",Quem é o pai de Ham?,Quais eram as principais funções dos negros na sociedade muçulmana medieval?,,
91,"Tomando o nome de Andrianampoinimerina, ele conseguiu, em primeiro lugar, concluir a paz com seus rivais e irmãos reais, depois consolidou as fronteiras de seu reino povoando-as com súditos engajados em defendê-las, e, por fim, conseguiu um número considerável de armas de fogo provenientes do Oeste de Madagascar. 
Ele submeteu Antananarivo por volta de 17971881 e Ambohidratrimo pouco tempo depois, assim como, antes do fim do século, algumas regiões menos definidas do Imerina. Ele não se limitou a buscar a unificação do Irema e começou a enviar emissários cuidadosamente escolhidos no intuito de propor aos chefes de outras regiões de Madagascar tornarem-se seus vassalos e conservarem assim sua autonomia, ameaçando-os, caso recusarem, conquistar seus territórios. 
Por vezes, esse tipo de diplomacia obtinha êxito, por exemplo como entre os betsileo do Manadriana, os amndrantsay do Betafo uma mistura de antandrano fugindo a Oeste de Madagascar diante da expansão sakalava com betsileo e alguns merina assimilados ou o Imano Ocidental. Sofreu também fracassos, por exemplo no Menabe ou em algumas partes do Lalangina e do Isandra. 
Contudo, não há dúvida de que o Imerina de Andrianampoinimerina desistira de pagar um tributo aos sakalava e se tornava uma potência importante, apesar de suas dimensões geográficas reduzidas1882. Andrianampoinimerina era um monarca enérgico e diz-se que, graças à sua ação, não somente o roubo, mas também o consumo de álcool e de tabaco desapareceu do Imerina durante seu reinado. ",,,,
92,"Ora,por volta de 1740,estoura no próprio seio do Dagomba um grave conflito relativo à sucessão que opunha Na Garba, novamente nomeado, a um príncipe, infeliz candidato ao trono. 
Tirando vantagem das turbulências pelas quais passava o Dagomba, o soberano dos ashanti, Opoku Ware, lançou em 1744 uma expedição contra Yendi a fim de ajudar o partido hostil ao novo rei. Na Garba, feito prisioneiro,foi liberadoapenascomocompromissode enviara Kumasium tributo anual de 2000 cativos, número enorme, mesmo que se leve em conta a cota-parte do Gonja Oriental563. 
Este tratado iria pesar duramente no futuro do Dagomba condenado doravante a encontrar incessantemente novas fontes de provisão de cativos. Os guerreiros dagomba tinham assim como principal função a caça aos membros de etnias menos estruturadas no plano político e militar. Mercenários foram recrutados para tanto. No fim do século 18, o Dagomba apenas propagava influência de Ashanti, sentida até os confins do Mogho país mossi. 
556 C. Monteil, 1924, páginas 330 aproxima esta estrutura daquela do Khasso. ",,,,
93,"Esta fase do colonialismo de desenvolvimento foi, precisamente ela, a responsável por certa expansão da educação, particularmente no nível universitário, notadamente pela concessão de bolsas de estudos para africanos com destino às instituições europeias e, além disso, pelo surgimento de instituições de ensino superior, em princípio dependentes de universidades metropolitanas, como em Ibadan, Legon, Makerere, Dakar e Lovanium. 
Estas instituições acrescentavam-se a antigos centros como Fourah Bay e Fort Hare. As suas disciplinas e o seu corpo docente eram mantidos sob o controle das universidades metropolitanas, que expediam os seus diplomas. Elas mantinham normas elevadas e lançaram a pesquisa científica nas áreas de competência dos professores vindos, na qualidade de precursores e em sua maioria, da Europa. 
As áreas prioritárias eram, especialmente, a medicina humana e a veterinária tropical, com maior ênfase para a parasitologia e a biologia, as pesquisas epidemiológicas e bioquímicas, assim como o estabelecimento das infraestruturas hospitalares; no tocante à física: a ionosfera; na química: os produtos naturais; em relação à biologia: a ecologia e a micologia. Antes da deterioração provocada pela intervenção dos políticos e pela falta de recursos financeiros, a qualidade de alguns dos trabalhos de pesquisa foi reconhecida e saudada por todo o mundo. As principais áreas aprofundadas 
eram prolongamentos e complementos de pesquisas efetuadas nas instituições metropolitanas10. Elas não compreendiam, todavia, campos de estudo essenciais como a genética e a biotecnologia, a ciência da informação ou a informática. ",Quais instituições de ensino superior surgiram durante o colonialimos na África?,Quais eram as principais áreas de pesquisa das universidades africanas durante o colonialismo na África,,
94,"Descrição finalizada. 
de 1535, o bispo, cuja jurisdição se estendia à costa do continente, do Senegal ao cabo Mesurado República da Libéria.
Em razão do clima, o arquipélago foi rapidamente povoado por maioria de escravos comprados na Senegâmbia e Guiné. Mais tarde, em 1582, as duas ilhas principais, Fogo e Santiago, contarão 1600 brancos, 400 negros livres e 13700 escravos. A economia das ilhas no século 16 baseava-se na criação de gado, na cultura do algodão e na tecelagem através de técnicas africanas. Logo, não mais contentes com importar escravos para uso próprio, as ilhas passaram a exportá-los para a América. Enquanto São Tomé e o Congo abasteciam o Brasil, as ilhas do Cabo Verde, a partir dos anos 1530–1540, voltaram-se para a América espanhola.
Pode-se estimar em 3 mil o número de escravos anualmente exportados da região, parte deles em troca de tecidos de algodão de Cabo Verde. ",,,,
95,"A colonização levou, também, como ficou salientado mais acima, ao aparecimento no cenário africano de um número crescente de companhias bancárias, comerciais e marítimas estrangeiras, as quais, de 1910 em diante, se fundiram e se consolidaram sob a forma de oligopólios. 
Na medida em que essas companhias comerciais controlavam tanto as importações como as exportações, fixando os preços em ambos os casos, os enormes lucros gerados por essas atividades iam para as companhias e não para os africanos. 
Além disso, não havia impostos sobre os lucros, nenhuma regulamentação que obrigasse essas companhias a investir parte deles localmente ou a pagar rendas mais elevadas por suas concessões. 
Nem as administrações coloniais locais nem os proprietários africanos, contudo, tiravam proveito direto de tais atividades.","Como a formação de oligopólios por companhias bancárias, comerciais e marítimas estrangeiras durante a colonização afetou a distribuição de lucros e o benefício direto para os africanos?",,,
96,"A França alegou em vão a incompetência das Nações Unidas, invocando o famoso parágrafo sétimo do artigo 2 da sua Carta, o qual exclui a intervenção da ONU nos assuntos internos dos Estados-membros. O Sr. Robert Schuman não soube convencer a Assembleia que os assuntos destes protetorados diziam exclusivamente respeito à França e, em dezembro de 1952, uma primeira resolução foi adotada a este respeito.
A Assembleia exerceu ainda mais vigorosa e vigilante pressão durante o desenrolar da crise argelina que, por sua vez, degenerara em guerra aberta, a partir de 1954. O governo francês acreditava dispor de mais relevantes vantagens jurídicas em defesa da não intervenção na Argélia. 
Entretanto aqui citamos o discurso proferido por Ahmed Ben Bella perante a Assembleia Geral, em 9 de outubro de 1962, após o voto unânime em favor da admissão do seu país na ONU, durante sete anos, a questão argelina reapareceu regularmente em cada uma das sessões da vossa assembleia. Os debates por ela suscitados balizaram as peripécias de um conflito que vós pudestes dimensionar e do qual foi possível conhecer as características. 
O caso argelino mapa 29.4 é exemplar em respeito ao papel desempenhado pela ONU no processo de descolonização. Foi notável a concordância de numerosas iniciativas governamentais francesas com o desenrolar da questão na Assembleia Geral. ",A Argélia foi colonizada por qual país europeu?,"Como a França tentou justificar sua posição em relação à intervenção da ONU nos assuntos dos protetorados e, posteriormente, na questão argelina?




",Qual foi o papel da ONU no processo de descolonização em relação à Argélia?,
97,"742 J. E. Inikori, 1979, páginas 68-71. 
cedido lugar à elite política, salvo entre os ga-adangbe e os ewe. Ademais, o fenomenal crescimento da atividade econômica, notadamente da exploração das jazidas auríferas e do comércio longínquo, bem como as numerosas guerras de expansão territorial e de dominação política, haviam ocasionado um aumento do número de escravos domésticos. 
Aqueles da Guiné Inferior tinham, nesta época, o direito de possuir bens e de esposar cidadãos livres. Alguns até foram nomeados para cargos de responsabilidade e podiam herdar bens de seus senhores. 
Na verdade, eles eram considerados membros da família. No momento em que se finda o período examinado, a maioria deles encontrava-se perfeitamente integrada à sociedade na qual viviam e não divulgar a sua origem era, notada-mente entre os akan, uma regra sagrada. ",O que levou ao aumento do número de escravos domésticos?,,,
98,"O reconhecimento e a apreciação, do conjunto dos conhecimentos e das capacidades, sobre o quais se apoiam as sociedades pré-coloniais, em matéria de agricultura, saúde, artesanato e indústria, encontram-se ainda na esfera das boas intenções. À época colonial, este corpo de saberes e capacidades não era 
julgado digno do nome ciência ; ele era rebaixado ao nível das superstições pré-científicas. A educação ocidental e o cristianismo, eventualmente, as leis coloniais e políticas deliberadas inclusive, dedicaram-se a solapar a estrutura destes saberes tradicionais. Os estabelecimentos cuja educação obedecia ao perfil ocidental ensinavam aos seus alunos a desconsiderarem e rejeitarem o saber tradicional. 
Este saber transmitido em escala pessoal - boca a boca - subsistiu, no entanto, segundo diversas modalidades, em meio à população. Constata-se hoje que, apesar do impacto da medicina, da agricultura, da ciência e da tecnologia ocidentais, as reservas tradicionais de saberes e capacidades, em respeito à agricultura, bem como no campo das práticas e crendices terapêuticas, este legado de saber continua presente no cotidiano vivido pela maioria do povo africano.
Dois traços da ciência tradicional são notáveis. Primeiramente, o papel dos pensadores e inventores individuais estava subordinado àquele desempenhado pela sociedade, como um todo, em respeito à elaboração do saber e das capacidades no seio da cultura. A perda de autonomia e soberania própria ao período colonial não podia, por conseguinte, senão desencadear profundas repercussões, no transcurso do desenvolvimento e da maturação deste saber. ","Como a educação ocidental, o cristianismo e as leis coloniais afetaram o reconhecimento e a transmissão dos saberes tradicionais nas sociedades pré-coloniais da África?",Qual é o status atual dos saberes tradicionais na vida cotidiana do povo africano?,,
99,"Em primeiro lugar, aparecem as causas essencialmente ecológicas ou societárias em respeito ao ambiente sociopolítico e econômico. Entre estes fatores figuram as clivagens no seio das estruturas sociopolíticas etnicidade, classes e outros, os desacordos entre dirigentes, a incompetência política dos dirigentes, o mal-estar econômico, assim como alguns traços pretorianos das sociedades consideradas. 
A segunda categoria de causas está ligada a fatores intramilitares ou sociomilitares considerações próprias ao exército, as quais acabaram encorajando os militares a tentarem golpes de força, e/ou fatores sociais que influem nas casernas.Trata-se especialmente do nível de profissionalismo dos militares, da intervenção civil 
40 J. I. ELAIGWU, 1981. 
em questões puramente militares, da utilização política de um exército supostamente apolítico, das tensões nas casernas, da manipulação, pelo dirigente político no poder, das unidades militares ou paramilitares rivais e, enfim, da derrota no campo de batalha e dos conflitos de geração. ",Quais são as duas categorias principais de causas que podem levar a tentativas de golpes de força ou instabilidade sociopolítica em um país?,,,
